dataset,threshold,seed,search_method,method_label,nodes,query_count,query_ratio,first_result_query,first_result_query_ratio,final_answers,exhaustive_answers,answer_validation,validation_note
nginx:REQ,64729.242000,0,exhaustive,Exhaustive,96,96,1.000000,96.000000,1.000000,C01,C01,exact,Exhaustive reference baseline.
nginx:REQ,64729.242000,0,balanced,Balanced (Ours),96,9,0.093750,1.000000,0.010417,C01,C01,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,64729.242000,0,random,Random-candidate,96,15,0.156250,14.000000,0.145833,C01,C01,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,64729.242000,1,exhaustive,Exhaustive,96,96,1.000000,96.000000,1.000000,C01,C01,exact,Exhaustive reference baseline.
nginx:REQ,64729.242000,1,balanced,Balanced (Ours),96,9,0.093750,1.000000,0.010417,C01,C01,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,64729.242000,1,random,Random-candidate,96,16,0.166667,13.000000,0.135417,C01,C01,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,64729.242000,2,exhaustive,Exhaustive,96,96,1.000000,96.000000,1.000000,C01,C01,exact,Exhaustive reference baseline.
nginx:REQ,64729.242000,2,balanced,Balanced (Ours),96,9,0.093750,1.000000,0.010417,C01,C01,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,64729.242000,2,random,Random-candidate,96,10,0.104167,9.000000,0.093750,C01,C01,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,64729.242000,3,exhaustive,Exhaustive,96,96,1.000000,96.000000,1.000000,C01,C01,exact,Exhaustive reference baseline.
nginx:REQ,64729.242000,3,balanced,Balanced (Ours),96,9,0.093750,1.000000,0.010417,C01,C01,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,64729.242000,3,random,Random-candidate,96,23,0.239583,9.000000,0.093750,C01,C01,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,64729.242000,4,exhaustive,Exhaustive,96,96,1.000000,96.000000,1.000000,C01,C01,exact,Exhaustive reference baseline.
nginx:REQ,64729.242000,4,balanced,Balanced (Ours),96,9,0.093750,1.000000,0.010417,C01,C01,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,64729.242000,4,random,Random-candidate,96,13,0.135417,9.000000,0.093750,C01,C01,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,64729.242000,5,exhaustive,Exhaustive,96,96,1.000000,96.000000,1.000000,C01,C01,exact,Exhaustive reference baseline.
nginx:REQ,64729.242000,5,balanced,Balanced (Ours),96,9,0.093750,1.000000,0.010417,C01,C01,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,64729.242000,5,random,Random-candidate,96,15,0.156250,11.000000,0.114583,C01,C01,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,64729.242000,6,exhaustive,Exhaustive,96,96,1.000000,96.000000,1.000000,C01,C01,exact,Exhaustive reference baseline.
nginx:REQ,64729.242000,6,balanced,Balanced (Ours),96,9,0.093750,1.000000,0.010417,C01,C01,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,64729.242000,6,random,Random-candidate,96,19,0.197917,6.000000,0.062500,C01,C01,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,64729.242000,7,exhaustive,Exhaustive,96,96,1.000000,96.000000,1.000000,C01,C01,exact,Exhaustive reference baseline.
nginx:REQ,64729.242000,7,balanced,Balanced (Ours),96,9,0.093750,1.000000,0.010417,C01,C01,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,64729.242000,7,random,Random-candidate,96,15,0.156250,10.000000,0.104167,C01,C01,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,64729.242000,8,exhaustive,Exhaustive,96,96,1.000000,96.000000,1.000000,C01,C01,exact,Exhaustive reference baseline.
nginx:REQ,64729.242000,8,balanced,Balanced (Ours),96,9,0.093750,1.000000,0.010417,C01,C01,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,64729.242000,8,random,Random-candidate,96,19,0.197917,15.000000,0.156250,C01,C01,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,64729.242000,9,exhaustive,Exhaustive,96,96,1.000000,96.000000,1.000000,C01,C01,exact,Exhaustive reference baseline.
nginx:REQ,64729.242000,9,balanced,Balanced (Ours),96,9,0.093750,1.000000,0.010417,C01,C01,exact,Search frontier exactly matches exhaustive frontier.
nginx:REQ,64729.242000,9,random,Random-candidate,96,16,0.166667,7.000000,0.072917,C01,C01,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,121706.286000,0,exhaustive,Exhaustive,96,96,1.000000,19.200000,0.200000,C58|C77|C90|C91|C93,C58|C77|C90|C91|C93,exact,Exhaustive reference baseline.
redis:GET,121706.286000,0,balanced,Balanced (Ours),96,8,0.083333,2.000000,0.020833,C58|C77|C90|C91|C93,C58|C77|C90|C91|C93,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,121706.286000,0,random,Random-candidate,96,22,0.229167,13.000000,0.135417,C58|C63|C64|C74|C77|C86|C88|C90,C58|C77|C90|C91|C93,overlap_partial,Search and exhaustive frontiers partially overlap; search still returns feasible representatives.
redis:GET,121706.286000,1,exhaustive,Exhaustive,96,96,1.000000,19.200000,0.200000,C58|C77|C90|C91|C93,C58|C77|C90|C91|C93,exact,Exhaustive reference baseline.
redis:GET,121706.286000,1,balanced,Balanced (Ours),96,8,0.083333,2.000000,0.020833,C58|C77|C90|C91|C93,C58|C77|C90|C91|C93,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,121706.286000,1,random,Random-candidate,96,27,0.281250,20.000000,0.208333,C58|C63|C64|C74|C77|C86|C88|C90,C58|C77|C90|C91|C93,overlap_partial,Search and exhaustive frontiers partially overlap; search still returns feasible representatives.
redis:GET,121706.286000,2,exhaustive,Exhaustive,96,96,1.000000,19.200000,0.200000,C58|C77|C90|C91|C93,C58|C77|C90|C91|C93,exact,Exhaustive reference baseline.
redis:GET,121706.286000,2,balanced,Balanced (Ours),96,8,0.083333,2.000000,0.020833,C58|C77|C90|C91|C93,C58|C77|C90|C91|C93,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,121706.286000,2,random,Random-candidate,96,17,0.177083,4.000000,0.041667,C58|C77|C90|C91|C93,C58|C77|C90|C91|C93,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,121706.286000,3,exhaustive,Exhaustive,96,96,1.000000,19.200000,0.200000,C58|C77|C90|C91|C93,C58|C77|C90|C91|C93,exact,Exhaustive reference baseline.
redis:GET,121706.286000,3,balanced,Balanced (Ours),96,8,0.083333,2.000000,0.020833,C58|C77|C90|C91|C93,C58|C77|C90|C91|C93,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,121706.286000,3,random,Random-candidate,96,13,0.135417,6.000000,0.062500,C58|C77|C90|C91|C93,C58|C77|C90|C91|C93,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,121706.286000,4,exhaustive,Exhaustive,96,96,1.000000,19.200000,0.200000,C58|C77|C90|C91|C93,C58|C77|C90|C91|C93,exact,Exhaustive reference baseline.
redis:GET,121706.286000,4,balanced,Balanced (Ours),96,8,0.083333,2.000000,0.020833,C58|C77|C90|C91|C93,C58|C77|C90|C91|C93,exact,Search frontier exactly matches exhaustive frontier.
redis:GET,121706.286000,4,random,Random-candidate,96,22,0.229167,14.000000,0.145833,C58|C63|C64|C74|C77|C86|C88|C90,C58|C77|C90|C91|C93,overlap_partial,Search and exhaustive frontiers partially overlap; search still returns feasible representatives.
redis:GET,121706.286000,5,exhaustive,Exhaustive,96,96,1.000000,19.200000,0.200000,C58|C77|C90|C91|C93,C58|C77|C90|C91|C93,exact,Exhaustive reference baseline.
redis:GET,121706.286000,5,balanced,Balanced (Ours),96,8,0.083333,2.000000,0.020833,C58|C77|C90|C91|C93,C58|C77|C90|C91|C93,exact,Search frontier exactly matches exhaustive frontier.
